"symbol","uniprot","ensembl","entrez","name","signature"
"PC","P11498","ENSG00000173599",5091,"Pyruvate carboxylase, mitochondrial","LowTmp-Mc"
"TFRC","P02786","ENSG00000072274",7037,"Transferrin receptor protein 1","LowTmp-Mc"
"STRBP","Q96SI9","ENSG00000165209",55342,"Spermatid perinuclear RNA-binding protein","LowTmp-Mc"
"SPIDR","Q14159","ENSG00000164808",23514,"DNA repair-scaffolding protein","LowTmp-Mc"
"NDUFB3","O43676","ENSG00000119013",4709,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3","LowTmp-Mc"
"TMEM141","Q96I45","ENSG00000244187",85014,"Transmembrane protein 141","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"IFT172","Q9UG01","ENSG00000138002",26160,"Intraflagellar transport protein 172 homolog","LowTmp-Mc"
"CPXM2","Q8N436","ENSG00000121898",119587,"Inactive carboxypeptidase-like protein X2","LowTmp-Mc"
"GBE1","Q04446","ENSG00000114480",2632,"1,4-alpha-glucan-branching enzyme","LowTmp-Mc"
"LEPROTL1","O95214","ENSG00000104660",23484,"Leptin receptor overlapping transcript-like 1","LowTmp-Mc"
"C12orf56","Q8IXR9","ENSG00000185306",115749,"Uncharacterized protein C12orf56","LowTmp-Mc"
"SBK1","Q52WX2","ENSG00000188322",388228,"Serine/threonine-protein kinase SBK1","LowTmp-Mc"
"LGALS1","P09382","ENSG00000100097",3956,"Galectin-1","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"ALS2","Q96Q42","ENSG00000003393",57679,"Alsin","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"SYK","P43405","ENSG00000165025",6850,"Tyrosine-protein kinase SYK","LowTmp-Mc"
"FOXL2NB","Q6ZUU3","ENSG00000206262",401089,"FOXL2 neighbor protein","LowTmp-Mc"
"MEA1","Q16626","ENSG00000124733",4201,"Male-enhanced antigen 1","LowTmp-Mc"
"NUDT14","O95848","ENSG00000183828",256281,"Uridine diphosphate glucose pyrophosphatase NUDT14","LowTmp-Mc"
"TRIR","Q9BQ61","ENSG00000123144",79002,"Telomerase RNA component interacting RNase","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"UBQLNL","Q8IYU4","ENSG00000175518",143630,"Ubiquilin-like protein","LowTmp-Mc"
"MINDY1","Q8N5J2","ENSG00000143409",55793,"Ubiquitin carboxyl-terminal hydrolase MINDY-1","LowTmp-Mc"
"NR0B1","P51843","ENSG00000169297",190,"Nuclear receptor subfamily 0 group B member 1","LowTmp-Mc"
"KIAA0895","Q8NCT3","ENSG00000164542",23366,"Uncharacterized protein KIAA0895","LowTmp-Mc"
"DNAAF2","Q9NVR5","ENSG00000165506",55172,"Protein kintoun","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"NUP107","P57740","ENSG00000111581",57122,"Nuclear pore complex protein Nup107","LowTmp-Mc"
"GATD3A","P0DPI2","ENSG00000160221",8209,"Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial","LowTmp-Mc"
"SLC9A3R1","O14745","ENSG00000109062",9368,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1","LowTmp-Mc"
"NDUFAF3","Q9BU61","ENSG00000178057",25915,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3","LowTmp-Mc"
"FANCM","Q8IYD8","ENSG00000187790",57697,"Fanconi anemia group M protein","LowTmp-Mc"
"RTL10","Q7L3V2","ENSG00000215012",79680,"Protein Bop","LowTmp-Mc"
"DOCK7","Q96N67","ENSG00000116641",85440,"Dedicator of cytokinesis protein 7","LowTmp-Mc"
"ASL","P04424","ENSG00000126522",435,"Argininosuccinate lyase","LowTmp-Mc"
"GNL1","P36915","ENSG00000229470",2794,"Guanine nucleotide-binding protein-like 1","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"PCDHB9","Q9Y5E1","ENSG00000177839",56127,"Protocadherin beta-9","LowTmp-Mc"
"SMOC1","Q9H4F8","ENSG00000198732",64093,"SPARC-related modular calcium-binding protein 1","LowTmp-Mc"
"NKX3-2","P78367","ENSG00000109705",579,"Homeobox protein Nkx-3.2","LowTmp-Mc"
"ZC2HC1C","Q53FD0","ENSG00000119703",79696,"Zinc finger C2HC domain-containing protein 1C","LowTmp-Mc"
"TM9SF3","Q9HD45","ENSG00000077147",56889,"Transmembrane 9 superfamily member 3","LowTmp-Mc"
"OST4","P0C6T2","ENSG00000228474",100128731,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4","LowTmp-Mc"
"GEMIN6","Q8WXD5","ENSG00000152147",79833,"Gem-associated protein 6","LowTmp-Mc"
"PROC","P04070","ENSG00000115718",5624,"Vitamin K-dependent protein C","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"PEG3","Q9GZU2","ENSG00000198300",5178,"Paternally-expressed gene 3 protein","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"ZNF718","Q3SXZ3","ENSG00000250312",255403,"Zinc finger protein 718","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"TMEM38A","Q9H6F2","ENSG00000072954",79041,"Trimeric intracellular cation channel type A","LowTmp-Mc"
"PCDHB5","Q9Y5E4","ENSG00000113209",26167,"Protocadherin beta-5","LowTmp-Mc"
"MORN4","Q8NDC4","ENSG00000171160",118812,"MORN repeat-containing protein 4","LowTmp-Mc"
"CASK","O14936","ENSG00000147044",8573,"Peripheral plasma membrane protein CASK","LowTmp-Mc"
"PNKD","Q8N490","ENSG00000127838",25953,"Probable hydrolase PNKD","LowTmp-Mc"
"COL28A1","Q2UY09","ENSG00000215018",340267,"Collagen alpha-1(XXVIII) chain","LowTmp-Mc"
"PALM","O75781","ENSG00000099864",5064,"Paralemmin-1","LowTmp-Mc"
"SDF2","Q99470","ENSG00000132581",6388,"Stromal cell-derived factor 2","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"KIFC1","Q9BW19","ENSG00000233450",3833,"Kinesin-like protein KIFC1","LowTmp-Mc"
"USP21","Q9UK80","ENSG00000143258",27005,"Ubiquitin carboxyl-terminal hydrolase 21","LowTmp-Mc"
"USP4","Q13107","ENSG00000114316",7375,"Ubiquitin carboxyl-terminal hydrolase 4","LowTmp-Mc"
"MRPS33","Q9Y291","ENSG00000090263",51650,"28S ribosomal protein S33, mitochondrial","LowTmp-Mc"
"ZNF420","Q8TAQ5","ENSG00000197050",147923,"Zinc finger protein 420","LowTmp-Mc"
"MYOM2","P54296","ENSG00000274137",9172,"Myomesin-2","LowTmp-Mc"
"H2BC4","P62807","ENSG00000180596",8347,"Histone H2B type 1-C/E/F/G/I","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"RBM6","P78332","ENSG00000004534",10180,"RNA-binding protein 6","LowTmp-Mc"
"FDPS","P14324","ENSG00000160752",2224,"Farnesyl pyrophosphate synthase","LowTmp-Mc"
"SLC25A11","Q02978","ENSG00000108528",8402,"Mitochondrial 2-oxoglutarate/malate carrier protein","LowTmp-Mc"
"CDC42BPA","Q5VT25","ENSG00000143776",8476,"Serine/threonine-protein kinase MRCK alpha","LowTmp-Mc"
"CCDC15","Q0P6D6","ENSG00000149548",80071,"Coiled-coil domain-containing protein 15","LowTmp-Mc"
"CTC1","Q2NKJ3","ENSG00000178971",80169,"CST complex subunit CTC1","LowTmp-Mc"
"LIM2","P55344","ENSG00000105370",3982,"Lens fiber membrane intrinsic protein","LowTmp-Mc"
"MMP11","P24347","ENSG00000275365",4320,"Stromelysin-3","LowTmp-Mc"
"ELP5","Q8TE02","ENSG00000288485",23587,"Elongator complex protein 5","LowTmp-Mc"
"GALNT5","Q7Z7M9","ENSG00000136542",11227,"Polypeptide N-acetylgalactosaminyltransferase 5","LowTmp-Mc"
"PLCXD3","Q63HM9","ENSG00000182836",345557,"PI-PLC X domain-containing protein 3","LowTmp-Mc"
"KIAA0586","Q9BVV6","ENSG00000100578",9786,"Protein TALPID3","LowTmp-Mc"
"PRRG2","O14669","ENSG00000126460",5639,"Transmembrane gamma-carboxyglutamic acid protein 2","LowTmp-Mc"
"DNAJC13","O75165","ENSG00000138246",23317,"DnaJ homolog subfamily C member 13","LowTmp-Mc"
"TCF12","Q99081","ENSG00000140262",6938,"Transcription factor 12","LowTmp-Mc"
"CERS6","Q6ZMG9","ENSG00000172292",253782,"Ceramide synthase 6","LowTmp-Mc"
"VASH1","Q7L8A9","ENSG00000071246",22846,"Tubulinyl-Tyr carboxypeptidase 1","LowTmp-Mc"
"SLX4","Q8IY92","ENSG00000188827",84464,"Structure-specific endonuclease subunit SLX4","LowTmp-Mc"
"KCND2","Q9NZV8","ENSG00000184408",3751,"Potassium voltage-gated channel subfamily D member 2","LowTmp-Mc"
"PSRC1","Q6PGN9","ENSG00000134222",84722,"Proline/serine-rich coiled-coil protein 1","LowTmp-Mc"
"PTPRB","P23467","ENSG00000127329",5787,"Receptor-type tyrosine-protein phosphatase beta","LowTmp-Mc"
"TMBIM4","Q9HC24","ENSG00000155957",51643,"Protein lifeguard 4","LowTmp-Mc"
"GMDS","O60547","ENSG00000112699",2762,"GDP-mannose 4,6 dehydratase","LowTmp-Mc"
"BRD8","Q9H0E9","ENSG00000112983",10902,"Bromodomain-containing protein 8","LowTmp-Mc"
"ZIC1","Q15915","ENSG00000152977",7545,"Zinc finger protein ZIC 1","LowTmp-Mc"
"TPI1","P60174","ENSG00000111669",7167,"Triosephosphate isomerase","LowTmp-Mc"
"MMS19","Q96T76","ENSG00000155229",64210,"MMS19 nucleotide excision repair protein homolog","LowTmp-Mc"
"SGO2","Q562F6","ENSG00000163535",151246,"Shugoshin 2","LowTmp-Mc"
"DYNC1LI2","O43237","ENSG00000135720",1783,"Cytoplasmic dynein 1 light intermediate chain 2","LowTmp-Mc"
"RAB44","Q7Z6P3","ENSG00000255587",401258,"Ras-related protein Rab-44","LowTmp-Mc"
"ENTPD2","Q9Y5L3","ENSG00000054179",954,"Ectonucleoside triphosphate diphosphohydrolase 2","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"MINPP1","Q9UNW1","ENSG00000107789",9562,"Multiple inositol polyphosphate phosphatase 1","LowTmp-Mc"
"CBR4","Q8N4T8","ENSG00000145439",84869,"3-oxoacyl-[acyl-carrier-protein] reductase","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"OCRL","Q01968","ENSG00000122126",4952,"Inositol polyphosphate 5-phosphatase OCRL","LowTmp-Mc"
"ATP8A2","Q9NTI2","ENSG00000132932",51761,"Phospholipid-transporting ATPase IB","LowTmp-Mc"
"AP1S1","P61966","ENSG00000106367",1174,"AP-1 complex subunit sigma-1A","LowTmp-Mc"
"UBL5","Q9BZL1","ENSG00000198258",59286,"Ubiquitin-like protein 5","LowTmp-Mc"
"CEP57L1","Q8IYX8","ENSG00000183137",285753,"Centrosomal protein CEP57L1","LowTmp-Mc"
"TTC1","Q99614","ENSG00000113312",7265,"Tetratricopeptide repeat protein 1","LowTmp-Mc"
"UQCC1","Q9NVA1","ENSG00000101019",55245,"Ubiquinol-cytochrome-c reductase complex assembly factor 1","LowTmp-Mc"
"SSBP1","Q04837","ENSG00000262771",6742,"Single-stranded DNA-binding protein, mitochondrial","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"H3C10","P68431","ENSG00000278828",8357,"Histone H3.1","LowTmp-Mc"
"LRIF1","Q5T3J3","ENSG00000121931",55791,"Ligand-dependent nuclear receptor-interacting factor 1","LowTmp-Mc"
"CISD1","Q9NZ45","ENSG00000122873",55847,"CDGSH iron-sulfur domain-containing protein 1","LowTmp-Mc"
"RUFY1","Q96T51","ENSG00000284260",80230,"RUN and FYVE domain-containing protein 1","LowTmp-Mc"
"INA","Q16352","ENSG00000148798",9118,"Alpha-internexin","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"PARP1","P09874","ENSG00000143799",142,"Poly [ADP-ribose] polymerase 1","LowTmp-Mc"
"SDSL","Q96GA7","ENSG00000139410",113675,"Serine dehydratase-like","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"CELF1","Q92879","ENSG00000149187",10658,"CUGBP Elav-like family member 1","LowTmp-Mc"
"NCBP2","P52298","ENSG00000114503",22916,"Nuclear cap-binding protein subunit 2","LowTmp-Mc"
"WDR91","A4D1P6","ENSG00000105875",29062,"WD repeat-containing protein 91","LowTmp-Mc"
"KCNS1","Q96KK3","ENSG00000124134",3787,"Potassium voltage-gated channel subfamily S member 1","LowTmp-Mc"
"CEP70","Q8NHQ1","ENSG00000114107",80321,"Centrosomal protein of 70 kDa","LowTmp-Mc"
"TRIM46","Q7Z4K8","ENSG00000163462",80128,"Tripartite motif-containing protein 46","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"C5orf24","Q7Z6I8","ENSG00000181904",134553,"UPF0461 protein C5orf24","LowTmp-Mc"
"LMAN1","P49257","ENSG00000074695",3998,"Protein ERGIC-53","LowTmp-Mc"
"ATPAF2","Q8N5M1","ENSG00000171953",91647,"ATP synthase mitochondrial F1 complex assembly factor 2","LowTmp-Mc"
"ENGASE","Q8NFI3","ENSG00000167280",64772,"Cytosolic endo-beta-N-acetylglucosaminidase","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"ATP6V0A1","Q93050","ENSG00000033627",535,"V-type proton ATPase 116 kDa subunit a1","LowTmp-Mc"
"CDC42BPB","Q9Y5S2","ENSG00000198752",9578,"Serine/threonine-protein kinase MRCK beta","LowTmp-Mc"
"FAM120A","Q9NZB2","ENSG00000048828",23196,"Constitutive coactivator of PPAR-gamma-like protein 1","LowTmp-Mc"
"SEC31A","O94979","ENSG00000138674",22872,"Protein transport protein Sec31A","LowTmp-Mc"
"CNST","Q6PJW8","ENSG00000162852",163882,"Consortin","LowTmp-Mc"
"RNF227","A6NIN4","ENSG00000179859",284023,"RING finger protein 227","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"SCD","O00767","ENSG00000099194",6319,"Stearoyl-CoA desaturase","LowTmp-Mc"
"KAZALD1","Q96I82","ENSG00000107821",81621,"Kazal-type serine protease inhibitor domain-containing protein 1","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"ANKLE1","Q8NAG6","ENSG00000160117",126549,"Ankyrin repeat and LEM domain-containing protein 1","LowTmp-Mc"
"TWF2","Q6IBS0","ENSG00000247596",11344,"Twinfilin-2","LowTmp-Mc"
"DDR1","Q08345","ENSG00000234078",780,"Epithelial discoidin domain-containing receptor 1","LowTmp-Mc"
"UBXN2B","Q14CS0","ENSG00000215114",137886,"UBX domain-containing protein 2B","LowTmp-Mc"
"ELAPOR2","A8MWY0","ENSG00000164659",222223,"Endosome/lysosome-associated apoptosis and autophagy regulator family member 2","LowTmp-Mc"
"SLC26A6","Q9BXS9","ENSG00000225697",65010,"Solute carrier family 26 member 6","LowTmp-Mc"
"C1GALT1C1","Q96EU7","ENSG00000288368",29071,"C1GALT1-specific chaperone 1","LowTmp-Mc"
"DSCAML1","Q8TD84","ENSG00000177103",57453,"Down syndrome cell adhesion molecule-like protein 1","LowTmp-Mc"
"IGFBP3","P17936","ENSG00000146674",3486,"Insulin-like growth factor-binding protein 3","LowTmp-Mc"
"TRAPPC1","Q9Y5R8","ENSG00000170043",58485,"Trafficking protein particle complex subunit 1","LowTmp-Mc"
"VMP1","Q96GC9","ENSG00000062716",81671,"Vacuole membrane protein 1","LowTmp-Mc"
"ACOX1","Q15067","ENSG00000161533",51,"Peroxisomal acyl-coenzyme A oxidase 1","LowTmp-Mc"
"TMEM39B","Q9GZU3","ENSG00000121775",55116,"Transmembrane protein 39B","LowTmp-Mc"
"EHBP1","Q8NDI1","ENSG00000115504",23301,"EH domain-binding protein 1","LowTmp-Mc"
"IRF6","O14896","ENSG00000117595",3664,"Interferon regulatory factor 6","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"DDIT4","Q9NX09","ENSG00000168209",54541,"DNA damage-inducible transcript 4 protein","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"COX14","Q96I36","ENSG00000178449",84987,"Cytochrome c oxidase assembly protein COX14","LowTmp-Mc"
"B9D2","Q9BPU9","ENSG00000123810",80776,"B9 domain-containing protein 2","LowTmp-Mc"
"ACAD10","Q6JQN1","ENSG00000111271",80724,"Acyl-CoA dehydrogenase family member 10","LowTmp-Mc"
"DUSP22","Q9NRW4","ENSG00000112679",56940,"Dual specificity protein phosphatase 22","LowTmp-Mc"
"ESYT3","A0FGR9","ENSG00000158220",83850,"Extended synaptotagmin-3","LowTmp-Mc"
"CASP1","P29466","ENSG00000137752",834,"Caspase-1","LowTmp-Mc"
"SOS1","Q07889","ENSG00000115904",6654,"Son of sevenless homolog 1","LowTmp-Mc"
"CCDC85A","Q96PX6","ENSG00000055813",114800,"Coiled-coil domain-containing protein 85A","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"SZRD1","Q7Z422","ENSG00000055070",26099,"SUZ domain-containing protein 1","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"TMEM101","Q96IK0","ENSG00000091947",84336,"Transmembrane protein 101","LowTmp-Mc"
"PIAS1","O75925","ENSG00000033800",8554,"E3 SUMO-protein ligase PIAS1","LowTmp-Mc"
"CENPF","P49454","ENSG00000117724",1063,"Centromere protein F","LowTmp-Mc"
"YPEL3","P61236","ENSG00000090238",83719,"Protein yippee-like 3","LowTmp-Mc"
"BSPRY","Q5W0U4","ENSG00000119411",54836,"B box and SPRY domain-containing protein","LowTmp-Mc"
"NMB","P08949","ENSG00000197696",4828,"Neuromedin-B","LowTmp-Mc"
"FKBP1B","P68106","ENSG00000119782",2281,"Peptidyl-prolyl cis-trans isomerase FKBP1B","LowTmp-Mc"
"TALDO1","P37837","ENSG00000177156",6888,"Transaldolase","LowTmp-Mc"
"PHF21A","Q96BD5","ENSG00000135365",51317,"PHD finger protein 21A","LowTmp-Mc"
"S100PBP","Q96BU1","ENSG00000116497",64766,"S100P-binding protein","LowTmp-Mc"
"SHQ1","Q6PI26","ENSG00000144736",55164,"Protein SHQ1 homolog","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"VPS26B","Q4G0F5","ENSG00000151502",112936,"Vacuolar protein sorting-associated protein 26B","LowTmp-Mc"
"MIF","P14174","ENSG00000276701",4282,"Macrophage migration inhibitory factor","LowTmp-Mc"
"RGS7","P49802","ENSG00000182901",6000,"Regulator of G-protein signaling 7","LowTmp-Mc"
"OIP5","O43482","ENSG00000104147",11339,"Protein Mis18-beta","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"PRRC2A","P48634","ENSG00000231370",7916,"Protein PRRC2A","LowTmp-Mc"
"ZSWIM3","Q96MP5","ENSG00000132801",140831,"Zinc finger SWIM domain-containing protein 3","LowTmp-Mc"
"HTRA2","O43464","ENSG00000115317",27429,"Serine protease HTRA2, mitochondrial","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"PDE6D","O43924","ENSG00000156973",5147,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta","LowTmp-Mc"
"PPP1R14A","Q96A00","ENSG00000167641",94274,"Protein phosphatase 1 regulatory subunit 14A","LowTmp-Mc"
"RBM8A","Q9Y5S9","ENSG00000265241",9939,"RNA-binding protein 8A","LowTmp-Mc"
"ADD3","Q9UEY8","ENSG00000148700",120,"Gamma-adducin","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"PPIL1","Q9Y3C6","ENSG00000137168",51645,"Peptidyl-prolyl cis-trans isomerase-like 1","LowTmp-Mc"
"PRKDC","P78527","ENSG00000253729",5591,"DNA-dependent protein kinase catalytic subunit","LowTmp-Mc"
"MTRES1","Q9P0P8","ENSG00000130349",51250,"Mitochondrial transcription rescue factor 1","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"RAB9B","Q9NP90","ENSG00000123570",51209,"Ras-related protein Rab-9B","LowTmp-Mc"
"COA8","Q96IL0","ENSG00000256053",84334,"Cytochrome c oxidase assembly factor 8","LowTmp-Mc"
"SLC27A1","Q6PCB7","ENSG00000130304",376497,"Long-chain fatty acid transport protein 1","LowTmp-Mc"
"EIF2B3","Q9NR50","ENSG00000070785",8891,"Translation initiation factor eIF-2B subunit gamma","LowTmp-Mc"
"BLOC1S6","Q9UL45","ENSG00000104164",26258,"Biogenesis of lysosome-related organelles complex 1 subunit 6","LowTmp-Mc"
"THBS2","P35442","ENSG00000186340",7058,"Thrombospondin-2","LowTmp-Mc"
"MAL","P21145","ENSG00000172005",4118,"Myelin and lymphocyte protein","LowTmp-Mc"
"GATA5","Q9BWX5","ENSG00000130700",140628,"Transcription factor GATA-5","LowTmp-Mc"
"ENY2","Q9NPA8","ENSG00000120533",56943,"Transcription and mRNA export factor ENY2","LowTmp-Mc"
"CHD4","Q14839","ENSG00000111642",1108,"Chromodomain-helicase-DNA-binding protein 4","LowTmp-Mc"
"SATB2","Q9UPW6","ENSG00000119042",23314,"DNA-binding protein SATB2","LowTmp-Mc"
"CDC6","Q99741","ENSG00000094804",990,"Cell division control protein 6 homolog","LowTmp-Mc"
"TMEM258","P61165","ENSG00000134825",746,"Transmembrane protein 258","LowTmp-Mc"
"PSIP1","O75475","ENSG00000164985",11168,"PC4 and SFRS1-interacting protein","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"GBF1","Q92538","ENSG00000107862",8729,"Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1","LowTmp-Mc"
"LYST","Q99698","ENSG00000143669",1130,"Lysosomal-trafficking regulator","LowTmp-Mc"
"SYTL1","Q8IYJ3","ENSG00000142765",84958,"Synaptotagmin-like protein 1","LowTmp-Mc"
"BLZF1","Q9H2G9","ENSG00000117475",8548,"Golgin-45","LowTmp-Mc"
"MXD3","Q9BW11","ENSG00000213347",83463,"Max dimerization protein 3","LowTmp-Mc"
"CC2D2A","Q9P2K1","ENSG00000048342",57545,"Coiled-coil and C2 domain-containing protein 2A","LowTmp-Mc"
"NEMP2","A6NFY4","ENSG00000189362",100131211,"Nuclear envelope integral membrane protein 2","LowTmp-Mc"
"PGAM4","Q8N0Y7","ENSG00000226784",441531,"Probable phosphoglycerate mutase 4","LowTmp-Mc"
"MFSD13A","Q14CX5","ENSG00000138111",79847,"Transmembrane protein 180","LowTmp-Mc"
"TMEM218","A2RU14","ENSG00000150433",219854,"Transmembrane protein 218","LowTmp-Mc"
"CADM4","Q8NFZ8","ENSG00000105767",199731,"Cell adhesion molecule 4","LowTmp-Mc"
"C5orf46","Q6UWT4","ENSG00000178776",389336,"Uncharacterized protein C5orf46","LowTmp-Mc"
"EML2","O95834","ENSG00000125746",24139,"Echinoderm microtubule-associated protein-like 2","LowTmp-Mc"
"ATPAF1","Q5TC12","ENSG00000123472",64756,"ATP synthase mitochondrial F1 complex assembly factor 1","LowTmp-Mc"
"NDUFA3","O95167","ENSG00000273642",4696,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"GNPDA1","P46926","ENSG00000113552",10007,"Glucosamine-6-phosphate isomerase 1","LowTmp-Mc"
"OPHN1","O60890","ENSG00000079482",4983,"Oligophrenin-1","LowTmp-Mc"
"SLC7A9","P82251","ENSG00000021488",11136,"b(0,+)-type amino acid transporter 1","LowTmp-Mc"
"DISP2","A7MBM2","ENSG00000140323",85455,"Protein dispatched homolog 2","LowTmp-Mc"
"PRR4","Q16378","ENSG00000263247",5554,"Proline-rich protein 4","LowTmp-Mc"
"TEX261","Q6UWH6","ENSG00000144043",113419,"Protein TEX261","LowTmp-Mc"
"LMOD3","Q0VAK6","ENSG00000163380",56203,"Leiomodin-3","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"FGD3","Q5JSP0","ENSG00000127084",89846,"FYVE, RhoGEF and PH domain-containing protein 3","LowTmp-Mc"
"MBOAT7","Q96N66","ENSG00000277025",79143,"Lysophospholipid acyltransferase 7","LowTmp-Mc"
"MAVS","Q7Z434","ENSG00000088888",57506,"Mitochondrial antiviral-signaling protein","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"DLL1","O00548","ENSG00000275555",28514,"Delta-like protein 1","LowTmp-Mc"
"VPS13C","Q709C8","ENSG00000129003",54832,"Vacuolar protein sorting-associated protein 13C","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"ALG13","Q9NP73","ENSG00000101901",79868,"Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"ARMC7","Q9H6L4","ENSG00000125449",79637,"Armadillo repeat-containing protein 7","LowTmp-Mc"
"LYRM7","Q5U5X0","ENSG00000186687",90624,"Complex III assembly factor LYRM7","LowTmp-Mc"
"VAMP4","O75379","ENSG00000117533",8674,"Vesicle-associated membrane protein 4","LowTmp-Mc"
"ZNF33B","Q06732","ENSG00000196693",7582,"Zinc finger protein 33B","LowTmp-Mc"
"N4BP2L1","Q5TBK1","ENSG00000139597",90634,"NEDD4-binding protein 2-like 1","LowTmp-Mc"
"PHF14","O94880","ENSG00000106443",9678,"PHD finger protein 14","LowTmp-Mc"
"CHRNA10","Q9GZZ6","ENSG00000129749",57053,"Neuronal acetylcholine receptor subunit alpha-10","LowTmp-Mc"
"EFCAB3","Q8N7B9","ENSG00000172421",146779,"EF-hand calcium-binding domain-containing protein 3","LowTmp-Mc"
"PRKAA1","Q13131","ENSG00000132356",5562,"5'-AMP-activated protein kinase catalytic subunit alpha-1","LowTmp-Mc"
"CDC25B","P30305","ENSG00000101224",994,"M-phase inducer phosphatase 2","LowTmp-Mc"
NA,NA,NA,NA,NA,"LowTmp-Mc"
"CCT4","P50991","ENSG00000115484",10575,"T-complex protein 1 subunit delta","LowTmp-Mc"
"USP37","Q86T82","ENSG00000135913",57695,"Ubiquitin carboxyl-terminal hydrolase 37","LowTmp-Mc"
"ERP27","Q96DN0","ENSG00000139055",121506,"Endoplasmic reticulum resident protein 27","LowTmp-Mc"
"TMEM145","Q8NBT3","ENSG00000167619",284339,"Transmembrane protein 145","LowTmp-Mc"
"DECR1","Q16698","ENSG00000104325",1666,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial","LowTmp-Mc"
"IPO7","O95373","ENSG00000205339",10527,"Importin-7","LowTmp-Mc"
"TAF6","P49848","ENSG00000106290",6878,"Transcription initiation factor TFIID subunit 6","LowTmp-Mc"
"DNAAF5","Q86Y56","ENSG00000164818",54919,"Dynein axonemal assembly factor 5","LowTmp-Mc"
"GDPD3","Q7L5L3","ENSG00000102886",79153,"Lysophospholipase D GDPD3","LowTmp-Mc"
"RAD51C","O43502","ENSG00000108384",5889,"DNA repair protein RAD51 homolog 3","LowTmp-Mc"
